machine_id,location_id,store_name,month,game_type,location_type,distance_from_hq_miles,days_active,avg_bet,payout_rate,total_in,total_out,total_net,number_of_services,machine_swapouts,monthly_revenue
M0090,L029,Meadowbrook Gaming,2025-02-01,Pot of Gold,Gaming Hall,82.4,28,2.24,0.908,6504.79,5962.18,542.61,0,0,589.98
M0081,L014,Clearwater Gaming Hall,2025-11-01,Pot of Gold,Truck Stop,52.3,23,1.9,0.935,1768.17,1592.21,175.96,1,0,40.12
M0030,L014,Clearwater Gaming Hall,2025-05-01,Classic Reels,Gaming Hall,24.9,24,2.12,0.893,2707.54,2415.34,292.2,4,0,-235.27
M0069,L012,Riverstone Game Center,2025-04-01,Video Poker,Convenience Store,83.7,20,1.46,0.97,3032.14,2901.95,130.19,1,0,-692.04
M0043,L021,Cedar Grove Gaming,2025-01-01,Pot of Gold,Truck Stop,51.0,23,3.2,0.929,5788.29,5319.72,468.57,0,0,684.02
M0055,L027,Northgate Gaming Hall,2026-05-01,Life of Luxury,Convenience Store,18.2,21,0.98,0.882,1665.75,1498.67,167.08,1,0,-667.19
M0124,L017,Grand Parkway Gaming,2025-08-01,Life of Luxury,Convenience Store,35.6,31,1.36,0.915,1354.24,1233.04,121.2,0,0,636.94
M0114,L019,Lakeview Game Center,2025-07-01,Pot of Gold,Convenience Store,12.3,21,2.15,,3064.13,2916.17,147.96,3,0,-900.0
M0110,L013,Heritage Oaks Gaming,2026-02-01,A-Liner,Gaming Hall,36.9,24,2.06,0.901,2755.97,2436.57,319.4,0,0,-237.55
M0066,L010,Bluebonnet Gaming,2025-01-01,A-Liner,Convenience Store,54.2,30,1.92,0.873,2466.94,2121.56,345.38,1,0,12.35
M0173,L030,Crossroads Game Center,2025-11-01,A-Liner,Truck Stop,47.1,31,2.02,0.884,7109.3,6349.66,759.64,0,0,826.17
M0016,L037,Fairway Gaming Hall,2025-09-01,Fire Link,Truck Stop,43.0,24,0.5,0.924,1200.0,1103.88,96.12,1,0,-124.66
M0062,L014,Clearwater Gaming Hall,2025-10-01,A-Liner,Bar,53.8,25,2.52,0.866,2856.55,2484.31,372.24,0,0,157.31
M0022,L039,Crescent Bay Game Center,2025-03-01,Pot of Gold,Bar,72.4,26,1.54,0.874,1428.87,1246.91,181.96,1,0,-58.35
M0062,L026,Stonebridge Gaming,2026-06-01,Pot of Gold,Restaurant,92.1,29,2.34,,4616.84,4253.44,363.4,1,1,30.87
M0174,L008,Silver Creek Gaming,2025-05-01,Video Poker,Convenience Store,100.5,29,0.53,0.904,1200.0,1080.42,119.58,1,0,904.98
M0066,L017,Grand Parkway Gaming,2026-01-01,Classic Reels,Gaming Hall,28.3,26,1.79,0.893,3727.21,3336.43,390.78,0,0,-27.75
M0164,L001,Bayou Star Gaming,2026-02-01,Video Poker,Gaming Hall,107.1,24,1.34,0.898,1200.0,1086.84,113.16,2,0,-900.0
M0090,L002,Cypress Point Gaming,2025-07-01,Video Poker,Gaming Hall,51.0,24,1.96,0.873,3386.74,3022.24,364.5,0,0,-133.37
M0126,L016,Red Oak Game Center,2025-03-01,A-Liner,Bar,39.5,27,1.82,0.922,1675.45,1540.69,134.76,0,0,202.83
M0083,L021,Cedar Grove Gaming,2025-06-01,Video Poker,Gaming Hall,22.0,30,1.85,0.89,4320.89,3825.18,495.71,2,1,566.27
M0048,L036,Greenfield Game Center,2026-03-01,Fire Link,Gaming Hall,68.9,20,1.07,0.897,1471.81,1310.99,160.82,3,0,-503.35
M0138,L007,Magnolia Gaming Hall,2026-05-01,Pot of Gold,Gaming Hall,67.1,29,1.62,0.919,2406.69,2254.2,152.49,1,1,426.23
M0175,L038,Liberty Point Gaming,2026-05-01,Pot of Gold,Truck Stop,33.1,25,1.55,0.904,1828.42,1668.04,160.38,0,0,66.44
M0048,L011,Sunset Bay Gaming,2025-05-01,Pot of Gold,Gaming Hall,33.8,21,1.92,0.892,1803.82,1567.9,235.92,3,0,-684.33
M0141,L007,Magnolia Gaming Hall,2025-11-01,Pot of Gold,Gaming Hall,45.8,21,2.19,0.86,4252.04,3557.61,694.43,1,0,785.33
M0048,L032,Bay Area Game Center,2025-03-01,Fire Link,Bar,38.9,24,1.73,0.919,1493.09,1357.28,135.81,1,0,-900.0
M0130,L035,Woodland Star Gaming,2026-01-01,Classic Reels,Gaming Hall,27.2,22,0.95,0.912,1200.0,1097.71,102.29,1,2,-900.0
M0143,L028,Southpoint Game Center,2025-08-01,Classic Reels,Truck Stop,20.0,21,1.71,0.897,1856.83,1664.83,192.0,1,0,-182.03
M0081,L006,Westfield Game Center,2026-01-01,A-Liner,Truck Stop,107.9,23,3.09,0.884,6772.2,6028.46,743.74,0,0,1134.57
M0133,L006,Westfield Game Center,2026-01-01,Pot of Gold,Bar,35.4,30,2.56,0.91,4025.27,3654.52,370.75,0,1,-217.86
M0050,L018,Copper Creek Gaming,2026-06-01,Classic Reels,Bar,66.9,28,0.25,0.922,1200.0,1126.52,73.48,0,0,48.71
M0015,L021,Cedar Grove Gaming,2025-09-01,Fire Link,Bar,76.1,22,1.68,0.912,2346.88,2162.1,184.78,0,0,-750.76
M0018,L045,Summit Point Gaming,2025-07-01,Pot of Gold,Gaming Hall,69.2,28,2.16,0.951,1599.11,1522.24,76.87,0,0,-446.28
M0081,L013,Heritage Oaks Gaming,2025-10-01,Life of Luxury,Gaming Hall,78.9,25,1.55,0.928,1411.07,1328.87,82.2,1,0,-228.77
M0163,L009,Pine Ridge Game Center,2025-03-01,Life of Luxury,Gaming Hall,68.6,28,1.4,0.907,2033.8,1804.41,229.39,0,0,775.52
M0023,L043,Victory Lane Gaming,2025-03-01,Life of Luxury,Gaming Hall,30.6,22,1.5,0.928,1480.78,1372.65,108.13,2,0,47.08
M0083,L007,Magnolia Gaming Hall,2025-10-01,Classic Reels,Convenience Store,40.6,20,1.95,0.911,1200.0,1095.18,104.82,0,0,-714.8
M0127,L002,Cypress Point Gaming,2026-03-01,Classic Reels,Gaming Hall,106.0,23,1.02,0.911,1750.19,1607.07,143.12,2,0,-185.65
M0037,L020,Brazos Bend Gaming,2025-10-01,A-Liner,Gaming Hall,34.6,31,2.3,0.942,4393.53,4048.28,345.25,1,0,693.36
M0130,L019,Lakeview Game Center,2026-03-01,Pot of Gold,Bar,51.1,26,1.62,0.888,2354.25,2083.22,271.03,0,0,500.57
M0056,L028,Southpoint Game Center,2025-04-01,Classic Reels,Bar,72.6,20,1.14,0.911,1200.0,1098.97,101.03,1,0,-161.7
M0146,L040,Eagle Ridge Gaming,2025-09-01,A-Liner,Gaming Hall,131.8,31,2.27,0.94,4012.63,3794.85,217.78,0,0,507.14
M0105,L042,Market Square Gaming,2025-12-01,Life of Luxury,Gaming Hall,99.8,29,0.8,0.918,1764.74,1645.15,119.59,1,0,727.83
M0099,L014,Clearwater Gaming Hall,2025-07-01,A-Liner,Gaming Hall,24.1,26,1.34,0.901,1713.27,1559.31,153.96,0,0,-260.42
M0032,L045,Summit Point Gaming,2025-01-01,Fire Link,Gaming Hall,65.4,28,1.34,0.867,3142.35,2722.12,420.23,0,0,989.88
M0084,L029,Meadowbrook Gaming,2025-02-01,Fire Link,Restaurant,60.2,22,2.83,0.853,2202.16,1896.28,305.88,1,0,249.45
M0155,L004,Katy Oaks Gaming,2026-05-01,Pot of Gold,Truck Stop,40.9,27,1.27,0.962,1992.35,1911.83,80.52,0,0,629.3
M0004,L043,Victory Lane Gaming,2025-11-01,Fire Link,Bar,52.2,30,0.46,0.918,1273.2,1171.04,102.16,1,0,-104.83
M0137,L007,Magnolia Gaming Hall,2025-05-01,Pot of Gold,Bar,30.4,25,1.33,0.895,2971.92,2688.21,283.71,2,1,-430.22
M0089,L027,Northgate Gaming Hall,2025-05-01,Pot of Gold,Restaurant,45.2,20,1.9,0.919,3122.62,2867.99,254.63,2,0,-456.22
M0130,L036,Greenfield Game Center,2025-01-01,Pot of Gold,Convenience Store,34.9,29,2.08,0.886,2920.37,2600.13,320.24,1,0,688.62
M0120,L012,Riverstone Game Center,2026-06-01,Video Poker,Gaming Hall,55.0,28,2.9,0.902,4680.78,4276.06,404.72,0,0,714.61
M0078,L013,Heritage Oaks Gaming,2025-02-01,Life of Luxury,Gaming Hall,39.8,28,2.42,0.886,3406.31,3047.1,359.21,0,0,1208.35
M0056,L022,Horizon Game Center,2026-02-01,Fire Link,Bar,138.2,27,1.75,0.875,1226.08,1090.97,135.11,0,0,-411.22
M0113,L040,Eagle Ridge Gaming,2025-05-01,Life of Luxury,Convenience Store,56.3,21,1.16,0.857,1200.0,1061.93,138.07,1,0,-608.28
M0026,L011,Sunset Bay Gaming,2025-07-01,Video Poker,Gaming Hall,48.9,21,2.54,0.87,2821.81,2478.78,343.03,1,0,-900.0
M0106,L030,Crossroads Game Center,2025-05-01,A-Liner,Gaming Hall,43.4,29,1.45,0.936,2211.86,2058.06,153.8,2,1,182.27
M0018,L021,Cedar Grove Gaming,2026-03-01,Video Poker,Bar,39.8,30,1.29,0.885,3296.0,2937.2,358.8,0,0,1017.94
M0117,L006,Westfield Game Center,2025-01-01,Life of Luxury,Gaming Hall,18.2,20,1.42,0.923,3047.71,2830.18,217.53,1,0,1048.01
M0114,L032,Bay Area Game Center,2025-07-01,Pot of Gold,Bar,87.3,26,0.96,0.934,1200.0,1129.63,70.37,0,0,480.39
M0016,L038,Liberty Point Gaming,2025-06-01,A-Liner,Convenience Store,121.2,26,1.39,0.91,1880.14,1744.66,135.48,4,1,-720.33
M0137,L026,Stonebridge Gaming,2025-05-01,Life of Luxury,Bar,34.5,24,1.52,0.903,1478.34,1305.06,173.28,1,0,15.56
M0075,L008,Silver Creek Gaming,2025-04-01,Classic Reels,Gaming Hall,105.6,27,2.05,0.913,3829.69,3566.08,263.61,2,1,-442.05
M0142,L008,Silver Creek Gaming,2026-05-01,Video Poker,Gaming Hall,180.0,30,1.44,0.9,3474.27,3203.99,270.28,2,0,259.13
M0008,L020,Brazos Bend Gaming,2025-07-01,Fire Link,Restaurant,165.2,29,0.95,0.94,2340.88,2216.38,124.5,1,0,251.93
M0033,L023,Willow Creek Gaming,2025-08-01,Video Poker,Bar,117.7,21,0.77,0.957,1200.0,1156.93,43.07,2,0,-900.0
M0089,L025,Parkside Game Center,2025-07-01,A-Liner,Gaming Hall,20.3,25,1.77,0.946,3771.78,3557.17,214.61,1,1,-159.37
M0034,L011,Sunset Bay Gaming,2026-06-01,Life of Luxury,Gaming Hall,20.1,31,1.69,0.856,1427.67,1222.19,205.48,2,0,567.51
M0060,L023,Willow Creek Gaming,2025-07-01,Fire Link,Restaurant,78.7,22,1.35,0.899,2582.99,2343.74,239.25,0,0,577.63
M0119,L014,Clearwater Gaming Hall,2025-07-01,Pot of Gold,Restaurant,51.4,30,1.39,0.91,1915.48,1757.65,157.83,1,0,370.67
M0027,L031,Oak Ridge Gaming,2025-06-01,Classic Reels,Truck Stop,7.5,25,1.86,0.922,2069.38,1925.87,143.51,0,0,-192.03
M0122,L036,Greenfield Game Center,2025-06-01,Pot of Gold,Convenience Store,37.6,26,2.41,0.867,1200.0,1049.42,150.58,0,0,289.34
M0019,L030,Crossroads Game Center,2025-02-01,Life of Luxury,Bar,76.3,23,1.22,0.866,1200.0,1052.14,147.86,0,0,-112.72
M0032,L001,Bayou Star Gaming,2025-11-01,A-Liner,Bar,45.7,31,1.7,0.943,4244.7,4042.82,201.88,3,1,-101.49
M0106,L045,Summit Point Gaming,2025-01-01,Pot of Gold,Gaming Hall,51.6,26,2.18,0.896,3042.46,2688.65,353.81,3,1,-840.48
M0143,L002,Cypress Point Gaming,2025-05-01,Pot of Gold,Convenience Store,20.1,26,1.22,0.873,1845.94,1629.94,216.0,0,0,233.14
M0031,L045,Summit Point Gaming,2025-04-01,A-Liner,Convenience Store,37.2,25,1.64,0.882,1522.72,1377.0,145.72,2,0,-454.57
M0054,L002,Cypress Point Gaming,2025-06-01,Pot of Gold,Gaming Hall,78.9,21,1.63,0.92,3486.07,3206.07,280.0,0,0,-289.89
M0167,L024,Metro Star Gaming,2026-02-01,Fire Link,Truck Stop,35.8,29,0.93,0.889,1750.35,1587.56,162.79,0,0,837.76
M0179,L005,Gulf Coast Gaming,2025-11-01,Life of Luxury,Bar,111.2,23,1.74,0.916,1333.75,1207.03,126.72,5,1,-900.0
M0105,L005,Gulf Coast Gaming,2026-06-01,Life of Luxury,Gaming Hall,52.5,22,1.67,0.886,2295.1,2032.64,262.46,0,0,-151.4
M0081,L031,Oak Ridge Gaming,2025-07-01,Life of Luxury,Bar,68.8,29,1.96,0.866,5629.72,4832.02,797.7,1,0,1210.96
M0063,L033,Spring Creek Gaming,2026-05-01,Classic Reels,Truck Stop,77.7,22,1.0,0.946,1214.62,1169.13,45.49,1,0,-619.54
M0111,L006,Westfield Game Center,2025-01-01,Video Poker,Truck Stop,75.6,28,1.66,0.92,2172.16,2041.15,131.01,2,0,1123.31
M0107,L044,Town Center Game Hall,2025-10-01,Pot of Gold,Bar,23.5,25,2.41,0.902,8363.34,7533.78,829.56,1,0,817.85
M0054,L015,Prairie View Gaming,2026-03-01,Video Poker,Truck Stop,27.1,29,2.79,0.897,6544.17,5962.08,582.09,0,0,407.56
M0005,L015,Prairie View Gaming,2025-10-01,A-Liner,Truck Stop,7.4,20,2.35,0.947,3179.43,3073.9,105.53,0,0,-737.19
M0028,L014,Clearwater Gaming Hall,2026-05-01,A-Liner,Restaurant,40.5,29,1.0,0.925,1318.89,1219.45,99.44,0,0,-25.53
M0173,L021,Cedar Grove Gaming,2025-06-01,Classic Reels,Truck Stop,25.4,22,1.9,0.939,2550.56,2398.95,151.61,0,0,-527.4
M0076,L009,Pine Ridge Game Center,2025-01-01,Classic Reels,Bar,35.0,30,1.38,0.895,2419.35,2186.62,232.73,1,0,721.01
M0087,L020,Brazos Bend Gaming,2026-02-01,Classic Reels,Restaurant,43.7,24,1.81,0.911,1200.0,1081.07,118.93,3,1,-900.0
M0085,L010,Bluebonnet Gaming,2025-02-01,Fire Link,Convenience Store,57.4,20,1.23,0.92,1339.14,1233.78,105.36,0,0,-603.14
M0141,L003,Lone Star Game Center,2026-02-01,Fire Link,Restaurant,46.2,25,0.71,0.896,1200.0,1106.06,93.94,0,0,529.9
M0012,L017,Grand Parkway Gaming,2026-02-01,Life of Luxury,Gaming Hall,45.6,20,1.46,0.908,1436.06,1295.33,140.73,1,0,-713.76
M0015,L031,Oak Ridge Gaming,2026-04-01,Pot of Gold,Restaurant,65.1,23,2.05,0.895,2012.78,1822.06,190.72,2,1,-420.28
M0050,L035,Woodland Star Gaming,2025-09-01,A-Liner,Truck Stop,50.0,28,1.81,0.92,1235.99,1144.88,91.11,0,0,-421.69
M0088,L016,Red Oak Game Center,2026-05-01,Pot of Gold,Bar,91.5,26,1.87,0.877,1200.0,1050.04,149.96,0,0,-31.59
M0121,L015,Prairie View Gaming,2025-04-01,Life of Luxury,Truck Stop,50.1,28,1.77,0.924,4462.16,4134.9,327.26,0,0,185.11
M0089,L036,Greenfield Game Center,2025-08-01,Pot of Gold,Bar,132.3,30,1.87,0.918,3601.13,3381.57,219.56,2,1,37.29
M0080,L031,Oak Ridge Gaming,2025-03-01,Life of Luxury,Gaming Hall,22.7,25,1.94,0.905,1200.0,1093.97,106.03,1,0,-449.8
M0169,L038,Liberty Point Gaming,2026-02-01,A-Liner,Gaming Hall,40.0,26,1.5,0.921,1677.42,1559.19,118.23,0,0,1049.18
M0029,L041,Palms Gaming Center,2026-01-01,A-Liner,Restaurant,30.8,20,1.7,0.901,1970.0,1812.81,157.19,0,0,-900.0
M0103,L037,Fairway Gaming Hall,2026-03-01,Fire Link,Convenience Store,59.0,23,2.61,0.893,2444.63,2174.56,270.07,0,0,447.54
M0098,L043,Victory Lane Gaming,2026-02-01,Pot of Gold,Bar,22.7,28,1.73,0.924,4353.86,3968.27,385.59,0,0,1038.07
M0086,L019,Lakeview Game Center,2025-06-01,Fire Link,Convenience Store,14.8,20,1.67,0.925,2409.47,2279.89,129.58,0,0,-227.64
M0146,L018,Copper Creek Gaming,2025-02-01,Fire Link,Bar,26.4,24,1.71,0.897,1292.72,1161.69,131.03,1,1,-387.18
M0049,L015,Prairie View Gaming,2026-05-01,Classic Reels,Bar,15.8,21,1.53,0.895,1271.76,1151.86,119.9,0,0,460.11
M0172,L011,Sunset Bay Gaming,2025-09-01,A-Liner,Truck Stop,44.1,30,1.41,0.905,1661.08,1488.08,173.0,0,0,1593.21
M0060,L034,Highland Park Gaming,2025-02-01,Fire Link,Convenience Store,57.3,26,1.76,0.896,1200.0,1080.79,119.21,0,0,40.25
M0099,L033,Spring Creek Gaming,2026-05-01,Fire Link,Restaurant,12.8,27,1.37,0.948,1200.0,1121.8,78.2,0,0,336.74
M0094,L037,Fairway Gaming Hall,2026-06-01,Video Poker,Convenience Store,38.1,28,1.57,0.918,1200.0,1102.52,97.48,0,0,57.51
M0153,L008,Silver Creek Gaming,2025-09-01,Classic Reels,Truck Stop,99.6,22,1.22,0.91,1200.0,1082.67,117.33,0,0,-829.62
M0080,L023,Willow Creek Gaming,2026-02-01,Fire Link,Gaming Hall,118.7,20,1.71,0.887,2672.31,2342.19,330.12,2,1,-663.61
M0052,L010,Bluebonnet Gaming,2025-01-01,Fire Link,Gaming Hall,83.1,24,1.97,0.928,5124.48,4736.88,387.6,1,0,172.46
M0004,L041,Palms Gaming Center,2025-02-01,Pot of Gold,Gaming Hall,4.6,22,1.53,0.895,2707.17,2348.41,358.76,1,1,-900.0
M0066,L013,Heritage Oaks Gaming,2025-05-01,Video Poker,Convenience Store,53.7,23,0.55,0.894,1200.0,1056.1,143.9,3,1,-696.53
M0149,L007,Magnolia Gaming Hall,2025-12-01,Life of Luxury,Convenience Store,107.3,23,1.97,0.929,1635.66,1534.89,100.77,1,1,-603.71
M0002,L026,Stonebridge Gaming,2025-03-01,Life of Luxury,Restaurant,35.3,29,1.72,0.92,2837.84,2622.65,215.19,1,0,126.75
M0162,L040,Eagle Ridge Gaming,2025-01-01,Video Poker,Bar,18.5,23,1.1,0.847,1200.0,1000.93,199.07,1,0,-451.86
M0098,L042,Market Square Gaming,2026-01-01,Classic Reels,Gaming Hall,102.1,21,2.08,0.906,1863.84,1700.89,162.95,1,0,-303.2
M0026,L005,Gulf Coast Gaming,2026-02-01,Pot of Gold,Convenience Store,111.9,31,0.88,0.913,2641.01,2383.41,257.6,0,0,1334.06
M0055,L015,Prairie View Gaming,2026-02-01,Pot of Gold,Truck Stop,49.8,20,2.22,0.902,1200.0,1092.8,107.2,2,0,-526.47
M0100,L007,Magnolia Gaming Hall,2026-03-01,Pot of Gold,Gaming Hall,18.7,22,1.62,0.914,1200.0,1095.13,104.87,0,0,187.84
M0057,L014,Clearwater Gaming Hall,2026-03-01,A-Liner,Gaming Hall,11.3,24,0.4,0.865,1200.0,1033.32,166.68,1,0,-420.78
M0020,L025,Parkside Game Center,2025-11-01,Pot of Gold,Gaming Hall,63.2,20,1.75,0.839,2014.02,1687.56,326.46,1,0,-518.13
M0120,L013,Heritage Oaks Gaming,2025-10-01,Video Poker,Bar,31.0,30,1.43,0.886,1200.0,1100.06,99.94,1,0,636.57
M0122,L004,Katy Oaks Gaming,2026-04-01,Video Poker,Gaming Hall,47.5,24,1.34,0.917,1200.0,1089.47,110.53,0,0,-599.8
M0022,L023,Willow Creek Gaming,2025-07-01,Fire Link,Bar,43.9,29,1.24,0.829,1364.11,1134.56,229.55,0,1,358.31
M0051,L003,Lone Star Game Center,2025-02-01,A-Liner,Convenience Store,25.3,21,1.58,0.889,1781.97,1600.88,181.09,1,0,-214.55
M0044,L011,Sunset Bay Gaming,2026-02-01,Life of Luxury,Bar,10.7,26,1.38,0.862,3006.61,2556.97,449.64,1,0,389.5
M0119,L001,Bayou Star Gaming,2025-05-01,Pot of Gold,Bar,36.0,21,0.63,0.904,1409.0,1246.78,162.22,0,0,-127.9
M0132,L004,Katy Oaks Gaming,2026-06-01,Classic Reels,Gaming Hall,55.2,22,2.35,0.959,1346.85,1281.91,64.94,2,0,-537.69
M0131,L020,Brazos Bend Gaming,2025-08-01,Pot of Gold,Truck Stop,57.0,24,1.52,0.905,1200.0,1096.94,103.06,1,0,-448.4
M0169,L039,Crescent Bay Game Center,2026-04-01,Pot of Gold,Bar,29.5,30,1.25,0.907,1200.0,1083.48,116.52,1,0,-77.07
M0139,L035,Woodland Star Gaming,2025-01-01,Life of Luxury,Bar,110.5,23,1.03,0.931,2051.47,1904.23,147.24,1,0,-381.6
M0058,L005,Gulf Coast Gaming,2025-12-01,Pot of Gold,Gaming Hall,20.3,29,2.07,0.911,4631.94,4270.32,361.62,0,0,1308.5
M0020,L002,Cypress Point Gaming,2025-09-01,Fire Link,Convenience Store,94.5,21,0.94,0.905,1200.0,1074.39,125.61,1,0,-112.75
M0111,L016,Red Oak Game Center,2025-09-01,Classic Reels,Truck Stop,54.0,23,1.72,0.933,1946.36,1813.88,132.48,0,0,-309.8
M0165,L030,Crossroads Game Center,2025-05-01,Classic Reels,Gaming Hall,36.3,27,1.33,0.922,1807.93,1634.07,173.86,0,0,157.49
M0176,L034,Highland Park Gaming,2026-06-01,A-Liner,Gaming Hall,68.9,25,1.36,0.917,1200.0,1105.02,94.98,1,0,-310.47
M0042,L038,Liberty Point Gaming,2025-08-01,Classic Reels,Gaming Hall,42.0,26,1.04,0.907,1739.44,1582.46,156.98,1,0,-104.5
M0043,L016,Red Oak Game Center,2026-04-01,Fire Link,Convenience Store,14.6,28,1.31,0.901,1555.27,1416.15,139.12,1,1,100.31
M0007,L008,Silver Creek Gaming,2025-08-01,Classic Reels,Truck Stop,19.1,20,1.65,0.933,1200.0,1103.11,96.89,1,0,-133.49
M0026,L002,Cypress Point Gaming,2025-01-01,Fire Link,Bar,40.1,28,1.78,0.902,3601.5,3240.26,361.24,0,0,1571.55
M0100,L007,Magnolia Gaming Hall,2026-04-01,Life of Luxury,Bar,32.7,30,1.22,0.941,1516.27,1403.55,112.72,0,0,201.69
M0099,L003,Lone Star Game Center,2025-04-01,Video Poker,Restaurant,93.1,29,1.6,0.884,2095.03,1845.82,249.21,4,0,176.71
M0067,L039,Crescent Bay Game Center,2025-05-01,Life of Luxury,Restaurant,31.6,23,2.14,0.946,2047.65,1973.49,74.16,1,0,-80.37
M0056,L013,Heritage Oaks Gaming,2026-04-01,Pot of Gold,Gaming Hall,30.1,24,0.74,0.922,1680.29,1542.76,137.53,2,0,-340.2
M0150,L038,Liberty Point Gaming,2026-05-01,Life of Luxury,Gaming Hall,27.1,31,1.65,0.886,3428.32,2981.3,447.02,1,0,397.83
M0083,L025,Parkside Game Center,2026-05-01,Fire Link,Bar,25.2,29,1.13,0.923,1265.05,1157.32,107.73,3,0,195.97
M0146,L025,Parkside Game Center,2025-08-01,Fire Link,Restaurant,25.9,31,1.07,0.894,1897.49,1659.67,237.82,0,0,1700.59
M0174,L021,Cedar Grove Gaming,2026-02-01,Fire Link,Restaurant,16.7,30,1.79,0.911,3115.39,2789.68,325.71,1,0,731.54
M0058,L037,Fairway Gaming Hall,2025-06-01,Video Poker,Convenience Store,55.6,25,1.35,0.898,1587.78,1438.61,149.17,0,0,-312.8
M0037,L002,Cypress Point Gaming,2026-02-01,Life of Luxury,Restaurant,44.7,21,0.98,0.907,1410.41,1254.76,155.65,3,2,-900.0
M0172,L005,Gulf Coast Gaming,2025-10-01,Fire Link,Gaming Hall,43.3,22,2.38,0.934,2779.3,2606.28,173.02,0,0,-574.01
M0115,L020,Brazos Bend Gaming,2025-01-01,Life of Luxury,Bar,12.0,23,2.16,0.923,3294.02,3041.4,252.62,1,1,-371.05
M0053,L018,Copper Creek Gaming,2025-08-01,Classic Reels,Gaming Hall,64.9,30,0.59,0.882,1200.0,1050.75,149.25,0,0,820.47
M0112,L025,Parkside Game Center,2025-09-01,Pot of Gold,Truck Stop,69.4,23,0.84,0.883,1200.0,1062.87,137.13,0,0,-425.38
M0093,L034,Highland Park Gaming,2025-05-01,Pot of Gold,Convenience Store,128.2,24,1.98,0.917,1808.14,1637.72,170.42,2,1,-900.0
M0163,L027,Northgate Gaming Hall,2025-07-01,Fire Link,Gaming Hall,66.8,30,1.49,0.919,5763.11,5354.45,408.66,0,0,997.73
M0047,L012,Riverstone Game Center,2025-10-01,A-Liner,Gaming Hall,145.0,21,2.48,0.893,2683.43,2373.82,309.61,0,0,-503.18
M0179,L015,Prairie View Gaming,2025-01-01,Classic Reels,Restaurant,28.9,27,1.99,0.95,2592.14,2450.51,141.63,1,1,-524.17
M0169,L034,Highland Park Gaming,2025-03-01,A-Liner,Restaurant,132.7,26,1.81,0.93,1200.0,1108.72,91.28,1,0,-506.99
M0033,L010,Bluebonnet Gaming,2026-02-01,Classic Reels,Convenience Store,68.3,31,1.09,0.894,1200.0,1082.73,117.27,0,0,688.93
M0030,L023,Willow Creek Gaming,2025-07-01,Fire Link,Gaming Hall,62.6,25,1.92,0.892,2307.57,2073.43,234.14,0,0,50.05
M0096,L025,Parkside Game Center,2025-11-01,Pot of Gold,Truck Stop,42.5,26,0.95,0.904,3990.1,3481.52,508.58,1,0,827.11
M0009,L034,Highland Park Gaming,2025-11-01,Pot of Gold,Restaurant,36.1,30,2.37,0.902,2478.33,2243.01,235.32,0,0,1050.53
M0054,L033,Spring Creek Gaming,2025-10-01,Pot of Gold,Convenience Store,30.7,31,1.88,0.941,2575.44,2369.57,205.87,0,0,601.42
M0079,L021,Cedar Grove Gaming,2025-08-01,Life of Luxury,Convenience Store,135.6,28,1.2,0.935,1436.37,1337.12,99.25,2,1,-663.74
M0175,L014,Clearwater Gaming Hall,2025-09-01,Fire Link,Truck Stop,41.5,28,2.09,0.911,1765.86,1606.41,159.45,1,0,340.05
M0179,L017,Grand Parkway Gaming,2026-03-01,Fire Link,Truck Stop,69.2,30,2.88,0.927,4118.71,3800.64,318.07,3,1,-30.9
M0028,L019,Lakeview Game Center,2026-06-01,A-Liner,Convenience Store,79.6,31,1.53,0.931,2065.5,1935.39,130.11,0,0,-218.19
M0161,L010,Bluebonnet Gaming,2025-05-01,Fire Link,Bar,78.8,28,1.95,0.911,3197.87,2940.89,256.98,0,0,1237.88
M0017,L029,Meadowbrook Gaming,2026-01-01,A-Liner,Bar,55.8,23,1.41,0.92,1200.0,1092.86,107.14,2,0,-162.2
M0135,L010,Bluebonnet Gaming,2026-06-01,A-Liner,Restaurant,131.1,27,1.7,0.925,1427.17,1306.26,120.91,1,0,-261.65
M0153,L030,Crossroads Game Center,2025-01-01,Life of Luxury,Convenience Store,65.5,22,0.82,0.922,1200.0,1105.88,94.12,0,0,-900.0
M0161,L034,Highland Park Gaming,2026-03-01,Life of Luxury,Gaming Hall,30.1,26,1.65,0.891,3368.42,2938.86,429.56,1,0,315.79
M0041,L044,Town Center Game Hall,2025-09-01,A-Liner,Gaming Hall,37.4,25,1.67,0.893,3884.5,3446.62,437.88,1,0,-58.25
M0161,L006,Westfield Game Center,2026-06-01,A-Liner,Truck Stop,12.6,31,2.64,0.903,2550.52,2344.38,206.14,1,0,597.65
M0021,L035,Woodland Star Gaming,2025-11-01,Life of Luxury,Truck Stop,60.1,26,0.66,0.892,1568.05,1370.36,197.69,2,0,-900.0
M0094,L004,Katy Oaks Gaming,2026-04-01,Life of Luxury,Truck Stop,73.1,31,1.5,0.873,2403.22,2088.2,315.02,0,1,280.35
M0085,L016,Red Oak Game Center,2025-03-01,A-Liner,Bar,77.4,29,2.36,0.927,6103.19,5614.28,488.91,2,0,268.44
M0057,L008,Silver Creek Gaming,2025-03-01,A-Liner,Restaurant,68.3,30,1.52,0.919,1811.88,1708.72,103.16,1,0,213.18
M0004,L008,Silver Creek Gaming,2026-05-01,Pot of Gold,Restaurant,42.6,22,1.56,0.877,1200.0,1044.65,155.35,0,0,-300.01
